caseid,wt2,wt2a,knowledge,sex,race,age,female,white,oftenvote,conservative,prayfreq,heterosexual,married,yrsofschool,income,speaker,vp,pm,cj
2062,.96820003,93750.58030099999,0,2. Female respondent selected,2. Black/African-American,19,1,0,Seldom,5,Several/Day,1,0,12,1,0,0,0,0
2063,.72320002,70026.547101,0,2. Female respondent selected,4. Other race,19,1,0,Seldom,,Several/Day,1,0,13,8,0,0,0,0
2064,.38049999,36842.433026,1,2. Female respondent selected,2. Black/African-American,51,1,0,Nearly Always,4,Several/Day,1,0,14,16,0,0,1,0
2065,.75760001,73362.041591,0,2. Female respondent selected,4. Other race,25,1,0,Seldom,3,Daily,,1,10,1,0,0,0,0
2066,.45089999,43664.503386,0,2. Female respondent selected,2. Black/African-American,34,1,0,Nearly Always,,Several/Day,1,0,17,18,0,0,0,0
2067,.62959999,60966.896175,2,1. Male respondent selected,2. Black/African-American,30,0,0,Seldom,5,Several/Day,1,1,12,2,0,1,0,1
2068,.4795,46428.183006,0,1. Male respondent selected,1. White,54,0,1,Always,4,Once/week,1,1,9,12,0,0,0,0
2069,.49829999,48248.726394,1,2. Female respondent selected,2. Black/African-American,32,1,0,Part of the Time,3,Few times a week,0,0,10,2,0,0,1,0
2070,.7112,68861.622304,0,2. Female respondent selected,2. Black/African-American,60,1,0,Nearly Always,4,Several/Day,1,1,11,1,0,0,0,0
2071,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,2. Black/African-American,45,1,0,Seldom,,Several/Day,1,1,13,2,,,,
2072,.45469999,44025.523154,0,1. Male respondent selected,4. Other race,39,0,0,Always,4,Few times a week,1,1,0,14,0,0,0,0
2073,.90759999,87883.96958800001,0,2. Female respondent selected,2. Black/African-American,41,1,0,Seldom,,Few times a week,1,1,16,18,0,0,0,0
2074,.74659997,72291.129631,0,1. Male respondent selected,2. Black/African-American,33,0,0,Seldom,6,Few times a week,1,0,10,16,0,0,0,0
2075,.91170001,88274.359385,0,2. Female respondent selected,1. White,79,1,1,Part of the Time,,Several/Day,1,1,12,12,0,0,0,0
2076,.88599998,85786.287767,2,1. Male respondent selected,1. White,47,0,1,Always,4,Several/Day,1,1,17,23,1,1,0,0
2077,.35690001,34558.129987,2,2. Female respondent selected,1. White,40,1,1,Seldom,,Few times a week,1,0,16,17,1,1,0,0
2078,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,35,1,1,Seldom,,Several/Day,1,0,14,18,,,,
2079,.29480001,28548.491294,1,2. Female respondent selected,1. White,33,1,1,Nearly Always,4,Once/week,1,1,17,17,0,1,0,0
2080,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,50,0,1,Seldom,,Never,1,1,13,25,,,,
2081,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,27,1,0,Seldom,,Daily,1,0,15,18,,,,
2082,.67379999,65242.113483,0,1. Male respondent selected,1. White,29,0,1,Seldom,5,Several/Day,1,1,9,1,0,0,0,0
2083,.29480001,28548.491294,1,2. Female respondent selected,4. Other race,33,1,0,Always,2,Daily,1,1,17,16,0,1,0,0
2084,.74190003,71836.11367000001,3,1. Male respondent selected,1. White,47,0,1,Nearly Always,6,Once/week,1,0,12,4,1,1,1,0
2085,.2357,22819.147713,0,2. Female respondent selected,1. White,40,1,1,Seldom,,Daily,1,1,14,8,0,0,0,0
2086,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,35,1,1,Nearly Always,6,Several/Day,1,1,15,1,,,,
2087,.2485,24064.240442,4,1. Male respondent selected,1. White,51,0,1,Always,,Daily,1,1,14,15,1,1,1,1
2088,.27700001,26823.602327,3,1. Male respondent selected,1. White,61,0,1,Nearly Always,,Daily,1,1,9,4,1,1,1,0
2089,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,33,0,0,Seldom,4,Once/week,1,1,10,22,,,,
2090,.24690001,23905.822597,1,2. Female respondent selected,1. White,37,1,1,Seldom,,Several/Day,1,1,12,13,0,1,0,0
2091,.2357,22818.915283,0,2. Female respondent selected,4. Other race,30,1,0,Seldom,5,Several/Day,1,1,14,12,0,0,0,0
2092,.29890001,28938.739573,3,2. Female respondent selected,4. Other race,41,1,0,Seldom,,Once/week,1,0,12,11,0,1,1,1
2093,.35690001,34558.481991,0,1. Male respondent selected,4. Other race,42,0,0,Nearly Always,4,Once/week,1,1,16,14,0,0,0,0
2094,.29890001,28938.739573,0,2. Female respondent selected,1. White,51,1,1,Always,6,Daily,1,1,6,5,0,0,0,0
2095,.3788,36681.020796,3,1. Male respondent selected,1. White,21,0,1,Seldom,4,Few times a week,1,0,12,7,0,1,1,1
2096,.3087,29893.461281,0,2. Female respondent selected,1. White,53,1,1,Nearly Always,5,Several/Day,1,1,8,7,0,0,0,0
2097,.24690001,23905.822597,0,2. Female respondent selected,4. Other race,37,1,0,Nearly Always,7,Few times a week,1,1,12,7,0,0,0,0
2098,.3788,36681.020796,1,2. Female respondent selected,1. White,26,1,1,Nearly Always,5,Several/Day,1,0,12,5,0,1,0,0
2099,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,43,0,1,Seldom,,Several/Day,1,1,13,11,,,,
2100,.29269999,28346.18504,0,2. Female respondent selected,1. White,38,1,1,Seldom,,Never,1,0,9,1,0,0,0,0
2101,.2604,25210.464906,1,2. Female respondent selected,4. Other race,50,1,0,Nearly Always,6,Several/Day,1,1,12,12,0,1,0,0
2102,.29269999,28346.47377,0,1. Male respondent selected,1. White,33,0,1,Seldom,3,Daily,1,0,11,10,0,0,0,0
2103,.2022,19583.221492,0,1. Male respondent selected,2. Black/African-American,57,0,0,Always,1,Daily,1,0,12,12,0,0,0,0
2104,.4492,43494.299295,0,2. Female respondent selected,1. White,27,1,1,Seldom,,Few times a week,1,0,8,1,0,0,0,0
2105,.30559999,29591.883519,2,2. Female respondent selected,2. Black/African-American,66,1,0,Seldom,3,Daily,1,0,11,3,0,1,0,1
2106,.27700001,26823.602327,0,1. Male respondent selected,1. White,61,0,1,Part of the Time,,Daily,1,1,10,12,0,0,0,0
2107,.3576,34623.656775,0,2. Female respondent selected,5. White and another race,78,1,0,Nearly Always,,Several/Day,1,0,5,4,0,0,0,0
2108,.24690001,23906.066098,0,2. Female respondent selected,1. White,35,1,1,Part of the Time,,Once/week,1,1,12,6,0,0,0,0
2109,.3087,29893.461281,1,1. Male respondent selected,1. White,51,0,1,Seldom,,Once/week,1,1,10,8,0,1,0,0
2110,.39739999,38475.664192,2,1. Male respondent selected,2. Black/African-American,78,0,0,Part of the Time,,Several/Day,,0,7,7,0,1,0,1
2111,.28529999,27622.723203,0,2. Female respondent selected,1. White,42,1,1,Always,2,Once/week,1,0,16,6,0,0,0,0
2112,.25830001,25008.10293,1,1. Male respondent selected,2. Black/African-American,37,0,0,Always,,Several/Day,1,1,14,9,1,0,0,0
2113,.33450001,32389.835257,3,1. Male respondent selected,1. White,62,0,1,Nearly Always,4,Few times a week,1,1,13,10,1,1,1,0
2114,.61739999,59786.313587,0,2. Female respondent selected,1. White,51,1,1,Always,1,Daily,1,0,5,,0,0,0,0
2115,.24690001,23906.066098,0,2. Female respondent selected,1. White,36,1,1,Seldom,4,Several/Day,1,0,12,10,0,0,0,0
2116,.3576,34624.009447,0,1. Male respondent selected,1. White,69,0,1,Seldom,,Once/week,1,1,1,4,0,0,0,0
2117,.24690001,23906.066098,0,2. Female respondent selected,1. White,34,1,1,Nearly Always,,Daily,1,1,12,1,0,0,0,0
2118,.24600001,23821.712944,0,2. Female respondent selected,2. Black/African-American,66,1,0,Part of the Time,,Several/Day,1,0,13,8,0,0,0,0
2119,.5316,51470.904008,0,2. Female respondent selected,1. White,46,1,1,Seldom,,Several/Day,1,0,10,1,0,0,0,0
2120,.2357,22819.147713,0,1. Male respondent selected,1. White,30,0,1,Seldom,4,Few times a week,1,1,14,13,0,0,0,0
2121,.3109,30106.197102,2,1. Male respondent selected,1. White,52,0,1,Seldom,,Never,1,0,17,16,1,1,0,0
2122,.29269999,28346.47377,0,2. Female respondent selected,1. White,33,1,1,Seldom,4,Daily,1,0,11,1,0,0,0,0
2123,.29269999,28346.47377,2,1. Male respondent selected,1. White,37,0,1,Seldom,2,Never,1,0,11,19,1,1,0,0
2124,.2604,25210.464906,0,2. Female respondent selected,1. White,58,1,1,Always,4,Daily,1,0,12,14,0,0,0,0
2125,.2357,22818.915283,1,2. Female respondent selected,1. White,36,1,1,Always,,Daily,1,0,13,11,0,0,1,0
2126,.77160001,74713.97012899999,0,1. Male respondent selected,1. White,52,0,1,Seldom,4,Daily,1,1,11,12,0,0,0,0
2127,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,30,0,1,Seldom,,Once/week,1,1,9,5,,,,
2128,.3087,29893.461281,2,2. Female respondent selected,1. White,51,1,1,Always,4,Several/Day,1,1,9,4,0,1,1,0
2129,.3788,36681.394423,1,2. Female respondent selected,1. White,25,1,1,Seldom,,Several/Day,1,1,12,1,0,1,0,0
2130,.4492,43494.742322,0,1. Male respondent selected,1. White,27,0,1,Seldom,4,Daily,1,0,11,20,0,0,0,0
2131,.5977,57876.889619,0,1. Male respondent selected,4. Other race,49,0,0,Nearly Always,,Daily,1,0,12,1,0,0,0,0
2132,.30160001,29200.240747,0,1. Male respondent selected,4. Other race,82,0,0,Always,6,Several/Day,1,1,12,8,0,0,0,0
2133,.29890001,28938.739573,1,1. Male respondent selected,1. White,46,0,1,Part of the Time,,Once/week,1,0,12,5,0,0,1,0
2134,.3109,30106.197102,0,2. Female respondent selected,1. White,51,1,1,Always,4,Several/Day,1,1,17,13,0,0,0,0
2135,.3087,29893.461281,2,1. Male respondent selected,4. Other race,52,0,0,Seldom,5,Once/week,1,1,10,10,0,0,1,1
2136,.61739999,59786.313587,0,2. Female respondent selected,1. White,53,1,1,Nearly Always,,Never,0,1,7,1,0,0,0,0
2137,.30160001,29199.943321,2,2. Female respondent selected,1. White,74,1,1,Always,2,Several/Day,1,0,12,,1,1,0,0
2138,.35440001,34313.936005,1,2. Female respondent selected,1. White,44,1,1,Seldom,6,Several/Day,1,0,6,7,0,0,0,1
2139,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,21,0,0,Seldom,3,Never,1,0,12,11,,,,
2140,.29269999,28346.47377,3,2. Female respondent selected,1. White,35,1,1,Part of the Time,,Daily,,1,11,1,0,1,1,1
2141,.29890001,28938.739573,0,2. Female respondent selected,1. White,43,1,1,Always,4,Several/Day,1,0,12,1,0,0,0,0
2142,.223,21593.223505,4,2. Female respondent selected,1. White,61,1,1,Always,,Daily,1,1,13,,1,1,1,1
2143,.75760001,73362.041591,1,1. Male respondent selected,4. Other race,18. 18 years old,0,0,Always,,Daily,1,0,12,,0,1,0,0
2144,.223,21593.003562,3,1. Male respondent selected,1. White,62,0,1,Always,4,Several/Day,1,0,13,3,1,1,0,1
2145,.36160001,35013.630191,0,2. Female respondent selected,1. White,24,1,1,Seldom,,Daily,1,0,13,11,0,0,0,0
2146,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,41,1,1,Part of the Time,4,Few times a week,1,0,11,6,,,,
2147,.3576,34624.009447,1,1. Male respondent selected,1. White,72,0,1,Always,7,Few times a week,1,1,6,22,1,0,0,0
2148,.47189999,45696.238284,3,1. Male respondent selected,1. White,"17. 17 years old (18 by Oct 30, 2008)",0,1,Seldom,4,Daily,1,0,12,,1,0,1,1
2149,.3788,36681.020796,3,2. Female respondent selected,1. White,18. 18 years old,1,1,Seldom,,Few times a week,1,0,12,,0,1,1,1
2150,.29269999,28346.18504,3,2. Female respondent selected,1. White,35,1,1,Seldom,7,Few times a week,,0,11,1,0,1,1,1
2151,.2343,22686.169268,2,1. Male respondent selected,1. White,65,0,1,Always,5,Daily,1,1,14,17,1,1,0,0
2152,.398,38538.031281,3,2. Female respondent selected,1. White,22,1,1,Seldom,2,Daily,1,1,12,14,1,0,1,1
2153,.2357,22818.915283,4,2. Female respondent selected,1. White,36,1,1,Nearly Always,6,Few times a week,1,1,14,16,1,1,1,1
2154,.3087,29893.156794,1,2. Female respondent selected,4. Other race,59,1,0,Always,7,Daily,1,1,6,3,0,0,0,1
2155,.398,38538.031281,4,1. Male respondent selected,4. Other race,18. 18 years old,0,0,Seldom,6,Daily,1,0,12,3,1,1,1,1
2156,.29100001,28181.284866,2,2. Female respondent selected,1. White,68,1,1,Always,2,Never,1,1,6,1,0,1,0,1
2157,.375,36307.667168,3,2. Female respondent selected,1. White,42,1,1,Nearly Always,4,Several/Day,1,1,16,14,0,1,1,1
2158,.56239998,54461.500752,0,1. Male respondent selected,1. White,40,0,1,Always,7,Daily,1,1,17,15,0,0,0,0
2159,.398,38538.031281,2,1. Male respondent selected,1. White,18. 18 years old,0,1,Seldom,5,Several/Day,1,0,12,,1,0,0,1
2160,.24690001,23905.822597,0,2. Female respondent selected,1. White,39,1,1,Nearly Always,4,Few times a week,1,1,12,7,0,0,0,0
2161,.2735,26486.767927,3,2. Female respondent selected,1. White,55,1,1,Always,5,Daily,1,1,11,1,0,1,1,1
2162,.3757,36376.511311,3,2. Female respondent selected,1. White,82,1,1,Part of the Time,4,Never,1,1,3,,1,0,1,1
2163,.38909999,37674.115348,1,1. Male respondent selected,1. White,36,0,1,Seldom,1,Daily,1,0,10,7,0,0,0,1
2164,.29100001,28181.284866,3,2. Female respondent selected,1. White,69,1,1,Nearly Always,4,Daily,1,1,6,4,0,1,1,1
2165,.27700001,26823.329108,3,1. Male respondent selected,1. White,67,0,1,Always,5,Few times a week,1,1,6,3,0,1,1,1
2166,.398,38538.031281,3,1. Male respondent selected,4. Other race,26,0,0,Seldom,5,Once/week,1,1,12,14,0,1,1,1
2167,.47189999,45696.238284,4,2. Female respondent selected,1. White,22,1,1,Seldom,5,Several/Day,1,1,10,1,1,1,1,1
2168,.24690001,23905.822597,2,1. Male respondent selected,1. White,37,0,1,Part of the Time,4,Several/Day,1,1,12,5,0,0,1,1
2169,.58969998,57096.401011,2,2. Female respondent selected,4. Other race,33,1,0,Part of the Time,4,Several/Day,1,0,16,16,0,1,1,0
2170,2.5139,243420.107469,2,1. Male respondent selected,1. White,66,0,1,Part of the Time,2,Never,1,1,12,14,0,1,0,1
2171,.9242,89488.096089,0,2. Female respondent selected,2. Black/African-American,25,1,0,Seldom,2,Several/Day,,0,13,2,0,0,0,0
2172,.72320002,70026.547101,0,2. Female respondent selected,4. Other race,20,1,0,Seldom,4,Daily,1,0,13,3,0,0,0,0
2173,1.1935,115562.833176,1,2. Female respondent selected,1. White,29,1,1,Part of the Time,2,Few times a week,1,0,12,11,0,1,0,0
2174,1.6825,162914.977614,2,1. Male respondent selected,1. White,26,0,1,Seldom,3,Never,1,0,14,3,1,1,0,0
2175,2.8968,280498.58566,3,2. Female respondent selected,1. White,45,1,1,Nearly Always,1,Never,1,0,16,17,1,0,1,1
2176,1.8388,178053.527832,2,1. Male respondent selected,1. White,61,0,1,Seldom,4,Few times a week,1,0,13,9,0,1,0,1
2177,.89840001,86988.598591,2,1. Male respondent selected,4. Other race,27,0,0,Seldom,4,Once/week,1,0,12,13,1,1,0,0
2178,1.4219,137680.428628,2,2. Female respondent selected,1. White,33,1,1,Seldom,4,Daily,1,0,11,3,0,0,1,1
2179,2.4054999,232918.373633,2,1. Male respondent selected,1. White,37,0,1,Nearly Always,6,Daily,1,1,17,18,1,0,0,1
2180,2.4054999,232918.373633,3,2. Female respondent selected,1. White,37,1,1,Always,1,Few times a week,1,1,16,1,1,1,1,0
2181,.62180001,60212.394203,3,2. Female respondent selected,1. White,52,1,1,Nearly Always,1,Several/Day,1,1,16,5,1,1,0,1
2182,2.0309999,196659.528423,4,2. Female respondent selected,1. White,59,1,1,Nearly Always,6,Several/Day,1,1,14,13,1,1,1,1
2183,2.8968,280498.58566,2,2. Female respondent selected,1. White,47,1,1,Nearly Always,2,Daily,1,1,17,18,1,1,0,0
2184,2.4956999,241660.21741,3,1. Male respondent selected,1. White,70,0,1,Seldom,6,Daily,1,1,12,12,1,1,0,1
2185,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,2. Black/African-American,35,1,0,Always,6,Several/Day,1,0,14,13,,,,
2186,.75760001,73362.041591,0,1. Male respondent selected,1. White,25,0,1,Seldom,2,Once/week,1,1,12,12,0,0,0,0
2187,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,2. Black/African-American,41,1,0,Nearly Always,,Several/Day,1,0,14,9,,,,
2188,.75999999,73592.68005900001,2,1. Male respondent selected,2. Black/African-American,46,0,0,Nearly Always,4,Several/Day,1,1,12,12,0,1,1,0
2189,.72549999,70246.69931,1,2. Female respondent selected,2. Black/African-American,47,1,0,Always,5,Several/Day,1,0,13,13,0,1,0,0
2190,.75760001,73362.041591,0,1. Male respondent selected,4. Other race,23,0,0,Seldom,5,Once/week,1,0,12,14,0,0,0,0
2191,.66460001,64357.268856,0,2. Female respondent selected,2. Black/African-American,52,1,0,Always,1,Several/Day,1,0,11,11,0,0,0,0
2192,.7112,68861.622304,0,2. Female respondent selected,2. Black/African-American,60,1,0,Seldom,,Once/week,1,0,10,4,0,0,0,0
2193,.7166,69387.69226900001,1,1. Male respondent selected,2. Black/African-American,56,0,0,Seldom,,Several/Day,1,0,11,8,0,0,1,0
2194,.90469998,87601.76321999999,0,2. Female respondent selected,1. White,60,1,1,Seldom,,Several/Day,1,0,12,1,0,0,0,0
2195,.57249999,55435.503745,0,2. Female respondent selected,2. Black/African-American,32,1,0,Part of the Time,3,Daily,1,0,10,7,0,0,0,0
2196,1.1269,109119.237328,1,2. Female respondent selected,1. White,77,1,1,Nearly Always,5,Several/Day,1,0,14,10,0,1,0,0
2197,.66460001,64357.268856,3,2. Female respondent selected,2. Black/African-American,52,1,0,Always,,Several/Day,1,1,12,16,1,1,0,1
2198,.8876,85945.02277900001,2,2. Female respondent selected,1. White,46,1,1,Nearly Always,2,Daily,0,0,17,13,1,1,0,0
2199,.90719998,87844.202949,2,2. Female respondent selected,1. White,22,1,1,Part of the Time,6,Few times a week,1,0,16,13,0,1,0,1
2200,.72320002,70026.547101,0,2. Female respondent selected,1. White,21,1,1,Seldom,2,Once/week,1,0,15,3,0,0,0,0
2201,1.135,109899.786557,0,2. Female respondent selected,1. White,26,1,1,Nearly Always,2,Daily,1,0,16,12,0,0,0,0
2202,1.7329,167795.163818,0,1. Male respondent selected,1. White,48,0,1,Always,3,Never,0,0,16,13,0,0,0,0
2203,2.2158999,214563.357977,4,1. Male respondent selected,1. White,24,0,1,Part of the Time,3,,1,0,16,7,1,1,1,1
2204,.90549999,87681.960272,4,1. Male respondent selected,1. White,27,0,1,Nearly Always,1,Never,1,0,17,16,1,1,1,1
2205,1.3762,133254.869686,3,2. Female respondent selected,1. White,64,1,1,Always,2,Few times a week,1,1,17,18,0,1,1,1
2206,.63330001,61317.039677,2,2. Female respondent selected,1. White,55,1,1,Nearly Always,5,Daily,1,1,16,20,1,1,0,0
2207,.69800001,67585.81277800001,2,2. Female respondent selected,2. Black/African-American,23,1,0,Nearly Always,4,Daily,1,0,16,8,1,1,0,0
2208,1.199,116095.71439,0,1. Male respondent selected,1. White,32,0,1,Nearly Always,4,Daily,1,0,14,13,0,0,0,0
2209,1.9342999,187295.752851,2,2. Female respondent selected,1. White,28,1,1,Seldom,3,Once/week,1,0,12,13,1,1,0,0
2210,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,47,0,1,Nearly Always,1,Several/Day,0,0,16,16,,,,
2211,.77710003,75246.436048,1,1. Male respondent selected,1. White,52,0,1,Nearly Always,6,,1,0,16,3,0,1,0,0
2212,.36160001,35013.27355,3,2. Female respondent selected,1. White,28,1,1,Always,3,Few times a week,1,0,15,15,0,1,1,1
2213,1.1113,107603.505215,4,1. Male respondent selected,1. White,27,0,1,Nearly Always,3,Once/week,1,1,13,14,1,1,1,1
2214,1.7627,170677.24825,3,1. Male respondent selected,1. White,26,0,1,Always,6,Once/week,1,0,14,13,1,1,0,1
2215,2.0143001,195042.252086,2,2. Female respondent selected,1. White,30,1,1,Nearly Always,4,Several/Day,1,0,12,7,0,1,1,0
2216,1.8388,178053.527832,2,2. Female respondent selected,4. Other race,63,1,0,Always,4,Daily,1,0,15,6,1,1,0,0
2217,2.3996,232352.71608,3,1. Male respondent selected,1. White,75,0,1,Nearly Always,6,Never,1,1,15,15,1,1,0,1
2218,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,39,0,0,Always,4,Several/Day,1,0,16,25,,,,
2219,2.4258001,234885.187461,1,2. Female respondent selected,1. White,40,1,1,Always,4,Daily,0,1,12,4,0,1,0,0
2220,2.5139,243420.107469,0,2. Female respondent selected,1. White,70,1,1,Nearly Always,6,Several/Day,,0,12,3,0,0,0,0
2221,1.0947,105999.340654,1,1. Male respondent selected,1. White,64,0,1,Nearly Always,5,Several/Day,1,1,14,12,0,1,0,0
2222,1.1468,111048.28611,0,2. Female respondent selected,1. White,61,1,1,Nearly Always,,Several/Day,1,0,12,12,0,0,0,0
2223,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,60,0,1,Seldom,,Daily,1,0,10,,,,,
